SNO,dimension,bandgap1 ,bandgap2 ,dielectric_constant_1,dielectric_constant_2,mol_wt_1,mol_wt_2,size,temperature,work_function_1,work_function_2,volt,wavelength,responsivity
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,438,0.008147267
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,442,0.017273441
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,446,0.004907927
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,450,0.017252505
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,454,0.012563532
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,458,0.006347577
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,462,0.017165858
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,466,0.004971827
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,470,0.016172484
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,474,0.011100516
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,478,0.004981379
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,482,0.01742661
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,486,0.004964482
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,490,0.015540318
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,494,0.012120924
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,498,0.006557544
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,502,0.017298816
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,506,0.005009997
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,510,0.014778353
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,514,0.013028285
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,518,0.005872132
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,522,0.016359372
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,526,0.004914774
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,530,0.014464409
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,534,0.012362831
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,538,0.005341796
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,542,0.017003049
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,546,0.004872552
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,550,0.014485419
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,554,0.013534859
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,558,0.00501491
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,562,0.017404747
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,566,0.004803952
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,570,0.014918561
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,574,0.011977184
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,578,0.004643947
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,582,0.014729828
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,586,0.005103898
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,590,0.014970804
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,594,0.01249479
4,1.5,3.58,3.4,9,9,74.69,74.69,13.83,30,4.85,4.7,-2,598,0.004436538
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,254,0.565989832
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,258,0.548287656
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,262,0.544095495
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,266,0.534760894
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,270,0.520517904
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,274,0.525488112
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,278,0.529072846
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,282,0.529903502
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,286,0.540905222
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,290,0.550637595
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,294,0.57862539
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,298,0.638961535
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,302,0.662943558
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,306,0.678870561
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,310,0.68925438
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,314,0.586874066
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,318,0.421170228
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,322,0.313440776
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,326,0.245013976
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,330,0.184224111
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,334,0.150951101
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,338,0.106559733
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,342,0.092789699
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,346,0.070363851
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,350,0.050374414
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,354,0.048528684
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,358,0.035645813
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,362,0.035881649
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,366,0.027704751
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,370,0.020450836
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,374,0.020794084
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,378,0.014975904
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,382,0.015168272
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,386,0.011832452
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,390,0.00722213
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,394,0.008317604
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,398,0.006898793
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,402,0.009037963
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,406,0.00733333
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,410,0.00725581
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,414,0.006012503
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,418,0.004856476
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,422,0.007195655
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,426,0.005468044
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,430,0.006518877
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,434,0.004035085
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,438,0.004378751
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,442,0.006141859
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,446,0.004458415
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,450,0.005775263
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,454,0.004278905
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,458,0.004231428
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,462,0.005963133
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,466,0.004562808
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,470,0.006450642
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,474,0.004510178
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,478,0.004844814
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,482,0.006653703
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,486,0.004974144
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,490,0.005347883
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,494,0.005385471
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,498,0.00407118
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,502,0.005569755
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,506,0.0042712
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,510,0.005083507
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,514,0.004223054
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,518,0.004152594
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,522,0.005405758
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,526,0.004466383
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,530,0.005361396
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,534,0.004039564
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,538,0.004174904
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,542,0.005206199
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,546,0.004480761
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,550,0.005716692
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,554,0.003801402
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,558,0.004304761
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,562,0.006030593
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,566,0.005432781
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,570,0.005426504
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,574,0.005428353
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,578,0.004709903
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,582,0.00586591
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,586,0.005424369
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,590,0.005426499
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,594,0.005418836
5A,2,3.4,0,9,0,74.69,0,15.46,400,4.85,5.1,-2,598,0.004507463
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,253.4149913,0.122057592
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,256,0.11253765
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,262,0.097067538
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,268,0.111961489
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,274,0.119170111
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,280,0.097086504
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,286,0.106990047
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,292,0.10980476
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,298,0.117394552
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,304,0.121799392
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,310,0.120637425
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,316,0.094772475
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,322,0.061371068
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,328,0.044177283
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,334,0.035176406
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,340,0.014766127
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,346,0.013580646
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,352,0.006807913
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,358,0.004469529
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,364,0.002885097
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,370,-0.002996984
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,376,0.001861286
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,382,-0.003754132
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,388,-0.00298677
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,394,-0.003816224
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,400,-0.007210706
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,406,-0.000924515
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,412,-0.008682131
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,418,-0.004225912
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,424,-0.004524402
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,430,-0.009413304
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,436,-0.007818279
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,442,-0.009027179
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,448,-0.009057363
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,454,-0.009051587
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,460,-0.009050536
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,466,-0.009047638
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,472,-0.009068876
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,478,-0.008687059
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,484,-0.008845933
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,490,-0.008078533
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,496,-0.00720695
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,502,-0.006243405
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,508,-0.005200121
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,514,-0.00408932
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,520,-0.002923224
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,526,-0.001714056
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,532,-0.000474037
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,538,0.00078461
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,544,0.002049664
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,550,0.003308901
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,556,0.004550101
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,562,0.00576104
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,568,0.006929496
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,574,0.008043248
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,580,0.009090074
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,586,0.01005775
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,592,0.010934055
5p,2,3.4,0,9,0,74.69,0,15.46,30,4.85,5.1,-2,598,0.011706766
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,200,0.274678342
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,209,0.27505635
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,218,0.282758197
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,227,0.290730498
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,236,0.291509562
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,245,0.29698432
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,254,0.300086316
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,263,0.29618999
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,272,0.302720207
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,281,0.301969095
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,290,0.289668228
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,299,0.27602203
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,308,0.2556371
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,317,0.225570273
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,326,0.180496594
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,335,0.117647047
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,344,0.074808744
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,353,0.044090584
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,362,0.03141907
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,371,0.022566919
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,380,0.017241534
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,389,0.013777054
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,398,0.011271526
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,407,0.009911847
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,416,0.00821694
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,425,0.007438043
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,434,0.007257744
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,443,0.007214676
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,452,0.006832441
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,461,0.006831651
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,470,0.005292314
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,479,0.005300204
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,488,0.004925156
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,497,0.004948473
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,506,0.005037078
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,515,0.0052521
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,524,0.005302746
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,533,0.005286937
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,542,0.004910381
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,551,0.005294214
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,560,0.004910429
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,569,0.00529426
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,578,0.004537978
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,587,0.0053001
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,596,0.00537515
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,605,0.0051429
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,614,0.005294239
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,623,0.004914322
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,632,0.005294234
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,641,0.004909567
6,2,4.97,0,20,0,210.49,0,17,30,4.85,5.1,2,650,0.004532708
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,200,0.431820901
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,208,0.437287108
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,216,0.449029751
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,224,0.46264556
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,232,0.475284743
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,240,0.478237702
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,248,0.475466108
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,256,0.486653008
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,264,0.492468097
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,272,0.49536423
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,280,0.492720658
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,288,0.470891594
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,296,0.421763535
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,304,0.362360069
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,312,0.281741798
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,320,0.183326276
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,328,0.12597602
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,336,0.065097903
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,344,0.034941396
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,352,0.021272622
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,360,0.013508651
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,368,0.008632537
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,376,0.005807876
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,384,0.00542621
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,392,0.004199958
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,400,0.002752817
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,408,0.002138488
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,416,0.002143264
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,424,0.002059917
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,432,0.000987983
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,440,-0.000236108
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,448,0.000965727
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,456,0.000959937
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,464,0.000959937
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,472,0.000954073
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,480,0.000959893
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,488,0.000433693
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,496,0.0015958
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,504,0.000804251
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,512,0.000362381
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,520,0.000948134
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,528,0.00036234
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,536,0.000289564
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,544,0.000948246
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,552,0.000367621
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,560,0.000362311
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,568,0.000362349
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,576,0.000362839
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,584,0.000836127
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,592,0.000362349
7,2,3.83,0,22.5,0,441.89,0,0,30,4.25,5.1,-2,600,0.000362349
8,2,3.36,0,22.5,1,172.12,107.87,10.5,30,4.25,5.1,-4,302,11.72210016
8,2,3.36,0,22.5,1,172.12,107.87,10.5,30,4.25,5.1,-4,308,12.01106687
8,2,3.36,0,22.5,1,172.12,107.87,10.5,30,4.25,5.1,-4,314,12.16329676
8,2,3.36,0,22.5,1,172.12,107.87,10.5,30,4.25,5.1,-4,320,12.38256656
8,2,3.36,0,22.5,1,172.12,107.87,10.5,30,4.25,5.1,-4,326,12.62174937
8,2,3.36,0,22.5,1,172.12,107.87,10.5,30,4.25,5.1,-4,332,12.70351459
8,2,3.36,0,22.5,1,172.12,107.87,10.5,30,4.25,5.1,-4,338,13.1327522
8,2,3.36,0,22.5,1,172.12,107.87,10.5,30,4.25,5.1,-4,344,13.20446839
8,2,3.36,0,22.5,1,172.12,107.87,10.5,30,4.25,5.1,-4,350,13.51082591
8,2,3.36,0,22.5,1,172.12,107.87,10.5,30,4.25,5.1,-4,356,14.15998896
8,2,3.36,0,22.5,1,172.12,107.87,10.5,30,4.25,5.1,-4,361.9834572,14.76241834
8,2,3.36,0,22.5,1,172.12,107.87,10.5,30,4.25,5.1,-4,369.2277631,15.64040816
